T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,L,V,D,B,F,Ethanol concentration,TempDiff,mean_Temp
350.85,350.9,350.95,351.01,351.09,351.18,351.3,351.46,351.71,352.12,352.91,354.94,362.93,371.21,780,1040,260,390,650,0.83638,20.359999999999957,353.8971428571429
350.84,350.89,350.94,351.0,351.08,351.19,351.35,351.64,352.25,354.1,361.05,367.7,372.44,373.01,780,1040,260,90,350,0.84067,22.170000000000016,356.39142857142855
350.85,350.9,350.98,351.07,351.22,351.48,351.99,353.42,359.04,367.0,368.87,369.08,372.65,373.03,780,1040,260,90,350,0.83955,22.17999999999995,358.68428571428564
350.87,350.97,351.1,351.32,351.74,352.74,356.46,365.27,368.63,369.06,369.1,369.11,372.65,373.03,780,1040,260,90,350,0.82845,22.159999999999968,360.8607142857142
350.94,351.12,351.44,352.1,354.12,361.35,367.83,368.97,369.09,369.1,369.11,369.11,372.65,373.03,780,1040,260,90,350,0.80493,22.089999999999975,362.85428571428565
350.96,351.17,351.34,351.49,351.66,351.85,352.08,352.38,352.82,353.54,354.98,357.76,368.12,372.36,130,390,260,90,350,0.79814,21.400000000000034,355.17928571428575
351.0,351.28,351.5,351.71,351.92,352.17,352.51,353.06,354.16,356.74,359.9,361.2,370.64,372.79,130,390,260,90,350,0.78437,21.79000000000002,356.4700000000001
351.05,351.39,351.68,351.96,352.3,352.78,353.71,355.94,359.47,361.16,361.55,361.62,370.84,372.83,130,390,260,90,350,0.77036,21.779999999999973,357.7342857142857
351.11,351.55,351.98,352.49,353.33,355.2,358.8,360.99,361.52,361.62,361.64,361.64,370.85,372.83,130,390,260,90,350,0.75567,21.71999999999997,358.96785714285716
351.19,351.88,352.73,354.27,357.6,360.58,361.45,361.61,361.64,361.64,361.64,361.64,370.85,372.83,130,390,260,90,350,0.73589,21.639999999999986,360.1107142857143
351.13,351.34,351.67,352.29,353.79,358.26,364.51,366.52,366.83,366.88,366.88,366.88,372.19,372.97,1040,1300,260,390,650,0.7493,21.840000000000032,361.58142857142855
351.01,351.14,351.32,351.61,352.14,353.34,356.91,363.53,366.33,366.81,366.87,366.88,372.19,372.97,1040,1300,260,390,650,0.78231,21.960000000000036,360.2178571428571
350.94,351.03,351.15,351.33,351.6,352.09,353.17,356.34,362.97,366.2,366.79,366.87,372.18,372.97,1040,1300,260,390,650,0.8033,22.03000000000003,358.97357142857146
350.98,351.32,351.68,352.19,353.13,355.37,359.28,361.21,361.6,361.65,361.65,361.65,370.86,372.83,130,390,260,90,350,0.79036,21.849999999999966,358.95714285714286
351.1,351.74,352.56,354.01,357.22,360.43,361.42,361.61,361.64,361.64,361.64,361.64,370.85,372.83,130,390,260,90,350,0.75866,21.72999999999996,360.0235714285714
351.12,351.32,351.64,352.23,353.63,357.78,364.22,366.46,366.83,366.88,366.88,366.88,372.19,372.97,1040,1300,260,390,650,0.75159,21.850000000000023,361.5021428571429
351.01,351.13,351.31,351.59,352.1,353.22,356.54,363.19,366.25,366.8,366.87,366.88,372.19,372.97,1040,1300,260,390,650,0.78371,21.960000000000036,360.14642857142854
350.94,351.03,351.14,351.31,351.58,352.05,353.07,356.04,362.63,366.12,366.78,366.87,372.18,372.97,1040,1300,260,390,650,0.80424,22.03000000000003,358.9078571428572
350.98,351.31,351.66,352.16,353.05,355.15,359.06,361.16,361.59,361.65,361.65,361.65,370.86,372.83,130,390,260,90,350,0.79138,21.849999999999966,358.91142857142853
351.09,351.72,352.52,353.89,356.97,360.3,361.4,361.6,361.64,361.64,361.64,361.64,370.85,372.83,130,390,260,90,350,0.75999,21.74000000000001,359.98071428571427
351.12,351.32,351.64,352.23,353.62,357.77,364.21,366.46,366.83,366.88,366.88,366.88,372.19,372.97,1040,1300,260,390,650,0.75164,21.850000000000023,361.5
351.01,351.13,351.31,351.59,352.1,353.22,356.54,363.18,366.25,366.8,366.87,366.88,372.19,372.97,1040,1300,260,390,650,0.78374,21.960000000000036,360.14571428571423
350.94,351.03,351.14,351.31,351.58,352.05,353.07,356.04,362.62,366.12,366.78,366.87,372.18,372.97,1040,1300,260,390,650,0.80426,22.03000000000003,358.9071428571429
350.9,350.96,351.05,351.17,351.33,351.59,352.06,353.07,356.01,362.59,366.12,366.78,372.17,372.97,1040,1300,260,390,650,0.81851,22.07000000000005,357.76928571428573
350.87,350.92,350.99,351.08,351.19,351.36,351.63,352.12,353.2,356.4,363.04,366.22,372.06,372.96,1040,1300,260,390,650,0.829,22.089999999999975,356.71714285714285
350.85,350.9,350.95,351.02,351.11,351.23,351.41,351.7,352.23,353.49,357.32,363.89,371.5,372.9,1040,1300,260,390,650,0.83704,22.049999999999955,355.74999999999994
350.84,350.88,350.92,350.98,351.05,351.14,351.27,351.47,351.8,352.45,354.11,359.11,369.45,372.64,1040,1300,260,390,650,0.84335,21.80000000000001,354.86500000000007
350.86,350.99,351.1,351.21,351.35,351.54,351.83,352.28,353.1,354.93,358.51,360.84,370.48,372.77,130,390,260,90,350,0.83392,21.909999999999968,355.8421428571429
350.91,351.14,351.33,351.54,351.78,352.13,352.69,353.8,356.46,359.92,361.28,361.57,370.82,372.82,130,390,260,90,350,0.81355,21.909999999999968,357.0135714285714
350.99,351.32,351.63,351.97,352.44,353.27,355.16,358.78,360.99,361.52,361.62,361.64,370.85,372.83,130,390,260,90,350,0.78975,21.839999999999975,358.215
351.07,351.57,352.1,352.84,354.27,357.5,360.52,361.43,361.61,361.64,361.64,361.64,370.85,372.83,130,390,260,90,350,0.76452,21.75999999999999,359.3935714285714
351.13,351.34,351.67,352.29,353.79,358.24,364.5,366.51,366.83,366.88,366.88,366.88,372.19,372.97,1040,1300,260,390,650,0.74939,21.840000000000032,361.5785714285715
351.01,351.14,351.32,351.61,352.14,353.34,356.89,363.52,366.32,366.81,366.87,366.88,372.19,372.97,1040,1300,260,390,650,0.78237,21.960000000000036,360.215
350.94,351.03,351.15,351.32,351.6,352.09,353.16,356.33,362.96,366.2,366.79,366.87,372.18,372.97,1040,1300,260,390,650,0.80334,22.03000000000003,358.9707142857143
350.9,350.97,351.05,351.17,351.34,351.61,352.09,353.15,356.28,362.9,366.19,366.79,372.17,372.97,1040,1300,260,390,650,0.81785,22.07000000000005,357.8271428571429
350.87,350.93,350.99,351.08,351.2,351.37,351.65,352.15,353.28,356.67,363.31,366.28,372.07,372.96,1040,1300,260,390,650,0.8285,22.089999999999975,356.7721428571429
350.85,350.9,350.95,351.02,351.11,351.23,351.42,351.71,352.27,353.59,357.6,364.1,371.56,372.91,1040,1300,260,390,650,0.83665,22.060000000000002,355.8014285714286
350.84,350.88,350.92,350.98,351.05,351.15,351.28,351.48,351.82,352.49,354.22,359.38,369.63,372.66,1040,1300,260,390,650,0.84305,21.82000000000005,354.9128571428572
350.83,350.86,350.9,350.95,351.01,351.09,351.19,351.34,351.58,352.01,352.92,355.62,365.2,371.89,1040,1300,260,390,650,0.84813,21.060000000000002,354.0992857142857
350.82,350.85,350.88,350.93,350.98,351.05,351.14,351.26,351.45,351.76,352.38,353.98,360.01,370.11,1040,1300,260,390,650,0.85215,19.29000000000002,353.4
350.81,350.84,350.87,350.91,350.96,351.02,351.1,351.21,351.37,351.63,352.13,353.3,356.79,367.44,1040,1300,260,390,650,0.85525,16.629999999999995,352.8842857142857
350.81,350.84,350.87,350.9,350.95,351.0,351.08,351.18,351.33,351.57,352.0,353.0,355.32,364.8,1040,1300,260,390,650,0.85753,13.990000000000009,352.5464285714285
350.83,350.92,350.99,351.06,351.15,351.25,351.4,351.6,351.88,352.3,352.96,354.08,358.45,368.57,130,390,260,90,350,0.84876,17.74000000000001,353.3885714285714
350.87,351.03,351.15,351.28,351.41,351.57,351.77,352.04,352.42,353.0,354.06,356.25,365.92,371.9,130,390,260,90,350,0.83057,21.029999999999973,354.6192857142857
350.92,351.15,351.33,351.5,351.68,351.9,352.18,352.58,353.27,354.74,357.81,360.42,370.24,372.73,130,390,260,90,350,0.80965,21.810000000000002,355.8892857142856
350.99,351.28,351.52,351.75,352.01,352.36,352.91,354.01,356.67,359.98,361.28,361.56,370.82,372.82,130,390,260,90,350,0.78975,21.829999999999984,357.14
351.05,351.42,351.77,352.13,352.64,353.56,355.73,359.34,361.14,361.55,361.62,361.64,370.85,372.83,130,390,260,90,350,0.7713,21.779999999999973,358.3764285714286
351.12,351.66,352.24,353.08,354.83,358.4,360.87,361.5,361.62,361.64,361.64,361.64,370.85,372.83,130,390,260,90,350,0.75149,21.70999999999998,359.5657142857143
351.19,351.43,351.84,352.67,354.91,360.9,365.65,366.71,366.86,366.88,366.88,366.88,372.19,372.97,1040,1300,260,390,650,0.73582,21.78000000000003,361.9971428571429
351.04,351.18,351.39,351.75,352.42,354.13,359.13,364.96,366.59,366.84,366.88,366.88,372.19,372.97,1040,1300,260,390,650,0.77441,21.930000000000007,360.5964285714286
350.96,351.06,351.19,351.39,351.71,352.32,353.79,358.21,364.48,366.51,366.83,366.88,372.18,372.97,1040,1300,260,390,650,0.79809,22.010000000000048,359.32000000000005
350.91,350.98,351.08,351.21,351.4,351.71,352.3,353.72,357.98,364.34,366.48,366.83,372.18,372.97,1040,1300,260,390,650,0.81413,22.060000000000002,358.1492857142858
350.95,351.21,351.48,351.82,352.36,353.44,356.05,359.82,361.32,361.61,361.65,361.65,370.86,372.83,130,390,260,90,350,0.8021,21.879999999999995,358.3607142857143
351.04,351.53,352.09,352.9,354.55,358.07,360.77,361.49,361.62,361.64,361.64,361.64,370.85,372.83,130,390,260,90,350,0.77381,21.789999999999964,359.4757142857143
351.17,351.41,351.79,352.57,354.6,360.25,365.43,366.67,366.86,366.88,366.88,366.88,372.19,372.97,1040,1300,260,390,650,0.73962,21.80000000000001,361.8964285714286
351.03,351.17,351.37,351.71,352.35,353.9,358.53,364.66,366.54,366.84,366.88,366.88,372.19,372.97,1040,1300,260,390,650,0.77651,21.940000000000055,360.5014285714286
350.95,351.05,351.18,351.37,351.68,352.26,353.62,357.7,364.15,366.45,366.82,366.88,372.18,372.97,1040,1300,260,390,650,0.79945,22.02000000000004,359.23285714285714
350.91,350.98,351.07,351.2,351.39,351.69,352.25,353.56,357.52,364.02,366.42,366.82,372.17,372.97,1040,1300,260,390,650,0.81508,22.060000000000002,358.06928571428574
350.94,351.2,351.46,351.79,352.31,353.32,355.76,359.59,361.27,361.6,361.64,361.65,370.86,372.83,130,390,260,90,350,0.80314,21.889999999999986,358.3014285714285
351.03,351.52,352.05,352.82,354.36,357.77,360.65,361.46,361.61,361.64,361.64,361.64,370.85,372.83,130,390,260,90,350,0.77513,21.80000000000001,359.4192857142857
351.13,351.34,351.67,352.29,353.77,358.19,364.48,366.51,366.83,366.88,366.88,366.88,372.19,372.97,1040,1300,260,390,650,0.7496,21.840000000000032,361.57214285714286
351.01,351.14,351.32,351.61,352.14,353.33,356.86,363.49,366.32,366.81,366.87,366.88,372.19,372.97,1040,1300,260,390,650,0.7825,21.960000000000036,360.21
350.94,351.03,351.15,351.32,351.6,352.08,353.15,356.3,362.93,366.19,366.79,366.87,372.18,372.97,1040,1300,260,390,650,0.80342,22.03000000000003,358.9642857142858
350.9,350.97,351.05,351.17,351.34,351.61,352.09,353.15,356.26,362.87,366.18,366.79,372.17,372.97,1040,1300,260,390,650,0.81791,22.07000000000005,357.8228571428572
350.87,350.93,350.99,351.08,351.2,351.37,351.65,352.15,353.27,356.64,363.28,366.28,372.07,372.96,1040,1300,260,390,650,0.82855,22.089999999999975,356.76714285714286
350.85,350.9,350.95,351.02,351.11,351.23,351.42,351.71,352.27,353.58,357.57,364.08,371.55,372.9,1040,1300,260,390,650,0.83669,22.049999999999955,355.7957142857143
350.84,350.88,350.92,350.98,351.05,351.14,351.28,351.48,351.82,352.48,354.21,359.36,369.61,372.66,1040,1300,260,390,650,0.84308,21.82000000000005,354.90785714285715
350.86,350.99,351.1,351.22,351.36,351.55,351.84,352.3,353.15,355.06,358.67,360.9,370.51,372.78,130,390,260,90,350,0.83362,21.91999999999996,355.8778571428572
350.91,351.14,351.34,351.54,351.79,352.14,352.72,353.88,356.63,360.03,361.31,361.57,370.82,372.82,130,390,260,90,350,0.81318,21.909999999999968,357.04571428571427
350.99,351.32,351.64,351.99,352.47,353.33,355.3,358.95,361.04,361.53,361.62,361.64,370.85,372.83,130,390,260,90,350,0.78929,21.839999999999975,358.25
351.08,351.58,352.12,352.87,354.37,357.68,360.6,361.45,361.61,361.64,361.64,361.64,370.85,372.83,130,390,260,90,350,0.76392,21.75,359.42571428571426
351.0,351.12,351.29,351.55,352.01,352.99,355.82,362.35,366.06,366.77,366.87,366.88,372.19,372.97,1040,1300,260,390,650,0.7856,21.970000000000027,359.99071428571426
350.93,351.02,351.13,351.29,351.54,351.98,352.89,355.48,361.84,365.93,366.75,366.87,372.18,372.97,1040,1300,260,390,650,0.80591,22.04000000000002,358.7714285714286
350.9,350.96,351.04,351.15,351.31,351.56,351.99,352.9,355.5,361.88,365.94,366.75,372.16,372.97,1040,1300,260,390,650,0.8198,22.07000000000005,357.6435714285714
350.87,350.92,350.98,351.07,351.18,351.34,351.6,352.05,353.03,355.89,362.44,366.08,372.03,372.96,1040,1300,260,390,650,0.83,22.089999999999975,356.6028571428571
350.85,350.89,350.95,351.01,351.1,351.22,351.39,351.66,352.17,353.32,356.78,363.44,371.37,372.88,1040,1300,260,390,650,0.83783,22.029999999999973,355.645
350.84,350.87,350.92,350.97,351.04,351.13,351.26,351.45,351.77,352.38,353.91,358.57,369.06,372.58,1040,1300,260,390,650,0.84398,21.74000000000001,354.76785714285717
350.83,350.86,350.9,350.94,351.0,351.08,351.18,351.33,351.55,351.95,352.8,355.24,364.28,371.67,1040,1300,260,390,650,0.84887,20.840000000000032,353.97214285714284
350.82,350.85,350.88,350.92,350.98,351.04,351.13,351.25,351.43,351.74,352.33,353.82,359.3,369.7,1040,1300,260,390,650,0.85273,18.879999999999995,353.2992857142857
350.81,350.84,350.87,350.91,350.96,351.02,351.09,351.2,351.36,351.62,352.1,353.23,356.46,366.96,1040,1300,260,390,650,0.85569,16.149999999999977,352.8164285714286
350.81,350.84,350.87,350.9,350.95,351.0,351.08,351.18,351.32,351.56,351.99,352.97,355.17,364.42,1040,1300,260,390,650,0.85784,13.610000000000014,352.50428571428574
350.81,350.83,350.86,350.9,350.94,350.99,351.06,351.16,351.3,351.53,351.94,352.84,354.55,362.61,1040,1300,260,390,650,0.85932,11.800000000000011,352.3085714285714
350.81,350.83,350.86,350.89,350.93,350.99,351.06,351.15,351.29,351.51,351.9,352.78,354.24,361.48,1040,1300,260,390,650,0.86028,10.670000000000016,352.1942857142857
350.8,350.83,350.86,350.89,350.93,350.98,351.05,351.15,351.28,351.5,351.89,352.74,354.07,360.8,1040,1300,260,390,650,0.86089,10.0,352.1264285714286
350.8,350.83,350.86,350.89,350.93,350.98,351.05,351.14,351.28,351.49,351.88,352.71,353.97,360.4,1040,1300,260,390,650,0.86127,9.599999999999966,352.0864285714286
350.8,350.83,350.85,350.89,350.93,350.98,351.05,351.14,351.28,351.49,351.87,352.7,353.92,360.17,1040,1300,260,390,650,0.86151,9.370000000000005,352.0642857142857
350.8,350.83,350.85,350.89,350.93,350.98,351.05,351.14,351.28,351.49,351.87,352.69,353.89,360.04,1040,1300,260,390,650,0.86165,9.240000000000009,352.0521428571428
350.82,350.9,350.97,351.04,351.12,351.22,351.35,351.53,351.79,352.16,352.71,353.55,355.35,363.64,130,390,260,90,350,0.85258,12.819999999999993,352.725
350.86,351.01,351.13,351.24,351.37,351.51,351.69,351.93,352.23,352.66,353.28,354.33,359.48,369.29,130,390,260,90,350,0.8342,18.430000000000007,353.715
350.91,351.13,351.3,351.46,351.62,351.8,352.02,352.3,352.71,353.36,354.63,357.22,367.46,372.23,130,390,260,90,350,0.81315,21.319999999999993,355.0107142857144
350.97,351.24,351.46,351.66,351.87,352.1,352.42,352.91,353.83,355.99,359.32,361.02,370.55,372.78,130,390,260,90,350,0.79351,21.809999999999945,356.2942857142857
351.03,351.36,351.64,351.91,352.22,352.65,353.42,355.22,358.72,360.93,361.5,361.61,370.84,372.83,130,390,260,90,350,0.77638,21.80000000000001,357.5628571428571
351.09,351.51,351.91,352.37,353.08,354.59,357.92,360.67,361.46,361.61,361.64,361.64,370.85,372.83,130,390,260,90,350,0.76024,21.74000000000001,358.7978571428572
351.17,351.8,352.56,353.84,356.71,360.12,361.35,361.59,361.63,361.64,361.64,361.64,370.85,372.83,130,390,260,90,350,0.74056,21.659999999999968,359.955
351.13,351.34,351.67,352.28,353.77,358.18,364.46,366.51,366.83,366.88,366.88,366.88,372.19,372.97,1040,1300,260,390,650,0.74969,21.840000000000032,361.56928571428574
351.01,351.14,351.32,351.61,352.13,353.32,356.84,363.48,366.31,366.8,366.87,366.88,372.19,372.97,1040,1300,260,390,650,0.78255,21.960000000000036,360.205
350.94,351.03,351.15,351.32,351.6,352.08,353.15,356.29,362.92,366.19,366.79,366.87,372.18,372.97,1040,1300,260,390,650,0.80346,22.03000000000003,358.96285714285716
350.98,351.32,351.68,352.19,353.12,355.33,359.24,361.21,361.6,361.65,361.65,361.65,370.86,372.83,130,390,260,90,350,0.79054,21.849999999999966,358.95071428571424
351.1,351.74,352.56,353.99,357.18,360.41,361.42,361.6,361.64,361.64,361.64,361.64,370.85,372.83,130,390,260,90,350,0.75889,21.72999999999996,360.01714285714286
351.13,351.34,351.67,352.29,353.78,358.21,364.49,366.51,366.83,366.88,366.88,366.88,372.19,372.97,1040,1300,260,390,650,0.74952,21.840000000000032,361.575
351.01,351.14,351.32,351.61,352.14,353.33,356.87,363.5,366.32,366.81,366.87,366.88,372.19,372.97,1040,1300,260,390,650,0.78245,21.960000000000036,360.2114285714285
350.94,351.03,351.15,351.32,351.6,352.08,353.16,356.31,362.94,366.2,366.79,366.87,372.18,372.97,1040,1300,260,390,650,0.80339,22.03000000000003,358.96714285714285
350.98,351.32,351.68,352.19,353.13,355.34,359.26,361.21,361.6,361.65,361.65,361.65,370.86,372.83,130,390,260,90,350,0.79046,21.849999999999966,358.9535714285715
351.1,351.74,352.56,354.0,357.19,360.42,361.42,361.61,361.64,361.64,361.64,361.64,370.85,372.83,130,390,260,90,350,0.75879,21.72999999999996,360.02000000000004
351.13,351.34,351.67,352.29,353.79,358.25,364.51,366.51,366.83,366.88,366.88,366.88,372.19,372.97,1040,1300,260,390,650,0.74932,21.840000000000032,361.58000000000004
351.01,351.14,351.32,351.61,352.14,353.34,356.9,363.53,366.32,366.81,366.87,366.88,372.19,372.97,1040,1300,260,390,650,0.78232,21.960000000000036,360.21642857142854
350.94,351.03,351.15,351.33,351.6,352.09,353.17,356.34,362.97,366.2,366.79,366.87,372.18,372.97,1040,1300,260,390,650,0.80331,22.03000000000003,358.97357142857146
350.98,351.32,351.68,352.19,353.13,355.36,359.28,361.21,361.6,361.65,361.65,361.65,370.86,372.83,130,390,260,90,350,0.79037,21.849999999999966,358.9564285714286
351.1,351.74,352.56,354.01,357.22,360.43,361.42,361.61,361.64,361.64,361.64,361.64,370.85,372.83,130,390,260,90,350,0.75867,21.72999999999996,360.0235714285714
351.22,351.48,351.94,352.89,355.57,362.02,365.97,366.76,366.87,366.88,366.88,366.88,372.19,372.97,1040,1300,260,390,650,0.72909,21.75,362.18
351.05,351.2,351.43,351.81,352.58,354.58,360.2,365.41,366.67,366.85,366.88,366.88,372.19,372.97,1040,1300,260,390,650,0.77062,21.920000000000016,360.7642857142857
350.97,351.07,351.21,351.42,351.77,352.44,354.15,359.16,364.98,366.6,366.84,366.88,372.19,372.97,1040,1300,260,390,650,0.79565,22.0,359.47499999999997
350.92,350.99,351.09,351.23,351.43,351.77,352.41,354.03,358.84,364.82,366.57,366.84,372.18,372.97,1040,1300,260,390,650,0.81242,22.05000000000001,358.29214285714295
350.88,350.94,351.02,351.11,351.25,351.46,351.8,352.46,354.13,359.11,364.95,366.59,372.13,372.97,1040,1300,260,390,650,0.82446,22.090000000000032,357.2
350.86,350.91,350.97,351.04,351.14,351.28,351.5,351.86,352.58,354.49,359.97,365.33,371.86,372.94,1040,1300,260,390,650,0.83352,22.079999999999984,356.195
350.84,350.88,350.93,350.99,351.07,351.18,351.33,351.56,351.97,352.82,355.23,361.49,370.7,372.8,1040,1300,260,390,650,0.84058,21.960000000000036,355.2707142857143
350.83,350.87,350.91,350.96,351.02,351.11,351.22,351.39,351.66,352.17,353.32,356.86,367.31,372.31,1040,1300,260,390,650,0.84617,21.480000000000018,354.42428571428576
350.82,350.85,350.89,350.94,350.99,351.06,351.16,351.29,351.49,351.85,352.56,354.49,362.01,370.98,1040,1300,260,390,650,0.8506,20.160000000000025,353.66999999999996
350.82,350.84,350.88,350.92,350.97,351.03,351.11,351.23,351.4,351.68,352.21,353.51,357.85,368.6,1040,1300,260,390,650,0.85407,17.78000000000003,353.0750000000001
350.81,350.84,350.87,350.91,350.95,351.01,351.09,351.19,351.34,351.59,352.05,353.1,355.79,365.83,1040,1300,260,390,650,0.85668,15.019999999999982,352.66928571428576
350.81,350.83,350.86,350.9,350.94,351.0,351.07,351.17,351.31,351.54,351.96,352.91,354.86,363.57,1040,1300,260,390,650,0.85853,12.759999999999991,352.40928571428566
350.81,350.83,350.86,350.89,350.94,350.99,351.06,351.16,351.3,351.52,351.92,352.81,354.4,362.07,1040,1300,260,390,650,0.85977,11.259999999999991,352.2542857142857
350.8,350.83,350.86,350.89,350.93,350.99,351.05,351.15,351.29,351.5,351.9,352.76,354.15,361.15,1040,1300,260,390,650,0.86057,10.349999999999966,352.1607142857143
350.8,350.83,350.86,350.89,350.93,350.98,351.05,351.15,351.28,351.5,351.88,352.73,354.02,360.61,1040,1300,260,390,650,0.86107,9.810000000000002,352.1078571428572
350.8,350.83,350.86,350.89,350.93,350.98,351.05,351.14,351.28,351.49,351.87,352.71,353.94,360.29,1040,1300,260,390,650,0.86139,9.490000000000009,352.07571428571424
350.8,350.83,350.85,350.89,350.93,350.98,351.05,351.14,351.28,351.49,351.87,352.7,353.9,360.11,1040,1300,260,390,650,0.86158,9.310000000000002,352.0585714285713
350.8,350.83,350.85,350.89,350.93,350.98,351.05,351.14,351.27,351.49,351.87,352.69,353.88,360.0,1040,1300,260,390,650,0.86169,9.199999999999989,352.0478571428571
350.8,350.83,350.85,350.89,350.93,350.98,351.05,351.14,351.27,351.49,351.86,352.69,353.86,359.94,1040,1300,260,390,650,0.86176,9.139999999999986,352.0414285714285
350.8,350.83,350.85,350.89,350.93,350.98,351.05,351.14,351.27,351.49,351.86,352.69,353.85,359.9,1040,1300,260,390,650,0.8618,9.099999999999966,352.03785714285715
350.82,350.9,350.97,351.04,351.12,351.22,351.35,351.53,351.79,352.16,352.71,353.54,355.29,363.48,130,390,260,90,350,0.85272,12.660000000000025,352.7085714285714
350.86,351.01,351.13,351.24,351.36,351.51,351.69,351.92,352.23,352.65,353.27,354.3,359.3,369.16,130,390,260,90,350,0.83432,18.30000000000001,353.6878571428571
350.91,351.13,351.3,351.45,351.61,351.79,352.01,352.3,352.7,353.33,354.57,357.11,367.31,372.2,130,390,260,90,350,0.81326,21.289999999999964,354.98
350.97,351.24,351.46,351.66,351.86,352.1,352.41,352.89,353.79,355.87,359.2,360.98,370.53,372.78,130,390,260,90,350,0.79361,21.809999999999945,356.2671428571428
350.91,350.96,351.03,351.12,351.23,351.38,351.62,352.03,352.9,355.37,361.65,365.87,371.98,372.95,1040,1300,260,390,650,0.81519,22.039999999999964,356.49999999999994
350.86,350.91,350.96,351.03,351.11,351.23,351.4,351.67,352.17,353.29,356.68,363.34,371.34,372.88,1040,1300,260,390,650,0.83222,22.019999999999982,355.63357142857143
350.84,350.88,350.92,350.98,351.05,351.14,351.27,351.46,351.78,352.39,353.94,358.64,369.1,372.59,1040,1300,260,390,650,0.84168,21.75,354.7842857142858
350.83,350.86,350.9,350.95,351.01,351.08,351.19,351.33,351.56,351.96,352.82,355.3,364.43,371.71,1040,1300,260,390,650,0.84783,20.879999999999995,353.995
350.82,350.85,350.88,350.93,350.98,351.04,351.13,351.25,351.44,351.74,352.34,353.85,359.44,369.79,1040,1300,260,390,650,0.85221,18.970000000000027,353.32000000000005
350.81,350.84,350.87,350.91,350.96,351.02,351.1,351.2,351.36,351.62,352.11,353.25,356.53,367.07,1040,1300,260,390,650,0.85541,16.25999999999999,352.83214285714274
350.81,350.84,350.87,350.9,350.95,351.0,351.08,351.18,351.32,351.56,351.99,352.98,355.2,364.51,1040,1300,260,390,650,0.85769,13.699999999999989,352.5135714285714
350.81,350.83,350.86,350.9,350.94,350.99,351.06,351.16,351.3,351.53,351.94,352.85,354.57,362.67,1040,1300,260,390,650,0.85923,11.860000000000014,352.315
350.81,350.83,350.86,350.89,350.93,350.99,351.06,351.15,351.29,351.51,351.91,352.78,354.25,361.51,1040,1300,260,390,650,0.86023,10.699999999999989,352.1978571428571
350.8,350.83,350.86,350.89,350.93,350.98,351.05,351.15,351.28,351.5,351.89,352.74,354.07,360.82,1040,1300,260,390,650,0.86086,10.019999999999982,352.1278571428571
350.8,350.83,350.86,350.89,350.93,350.98,351.05,351.14,351.28,351.49,351.88,352.72,353.97,360.42,1040,1300,260,390,650,0.86126,9.620000000000005,352.08857142857147
350.8,350.83,350.85,350.89,350.93,350.98,351.05,351.14,351.28,351.49,351.87,352.7,353.92,360.18,1040,1300,260,390,650,0.8615,9.379999999999995,352.065
350.8,350.83,350.85,350.89,350.93,350.98,351.05,351.14,351.28,351.49,351.87,352.7,353.89,360.04,1040,1300,260,390,650,0.86164,9.240000000000009,352.05285714285714
350.8,350.83,350.85,350.89,350.93,350.98,351.05,351.14,351.27,351.49,351.87,352.69,353.87,359.96,1040,1300,260,390,650,0.86173,9.159999999999968,352.04428571428565
350.8,350.83,350.85,350.89,350.93,350.98,351.05,351.14,351.27,351.49,351.86,352.69,353.86,359.92,1040,1300,260,390,650,0.86179,9.120000000000005,352.03999999999996
350.8,350.83,350.85,350.89,350.93,350.98,351.05,351.14,351.27,351.49,351.86,352.69,353.85,359.89,1040,1300,260,390,650,0.86182,9.089999999999975,352.0371428571429
350.8,350.83,350.85,350.89,350.93,350.98,351.05,351.14,351.27,351.49,351.86,352.69,353.85,359.87,1040,1300,260,390,650,0.86184,9.069999999999993,352.0357142857143
350.8,350.83,350.85,350.89,350.93,350.98,351.05,351.14,351.27,351.48,351.86,352.69,353.85,359.87,1040,1300,260,390,650,0.86185,9.069999999999993,352.03499999999997
350.8,350.83,350.85,350.89,350.93,350.98,351.05,351.14,351.27,351.48,351.86,352.69,353.84,359.86,1040,1300,260,390,650,0.86186,9.060000000000002,352.0335714285714
350.8,350.83,350.85,350.89,350.93,350.98,351.05,351.14,351.27,351.48,351.86,352.69,353.84,359.86,1040,1300,260,390,650,0.86186,9.060000000000002,352.0335714285714
350.8,350.83,350.85,350.89,350.93,350.98,351.05,351.14,351.27,351.48,351.86,352.68,353.84,359.85,1040,1300,260,390,650,0.86186,9.050000000000011,352.0321428571429
350.8,350.83,350.85,350.89,350.93,350.98,351.05,351.14,351.27,351.48,351.86,352.68,353.84,359.85,1040,1300,260,390,650,0.86186,9.050000000000011,352.0321428571429
350.8,350.83,350.85,350.89,350.93,350.98,351.05,351.14,351.27,351.48,351.86,352.68,353.84,359.85,1040,1300,260,390,650,0.86186,9.050000000000011,352.0321428571429
350.8,350.83,350.85,350.89,350.93,350.98,351.05,351.14,351.27,351.48,351.86,352.68,353.84,359.85,1040,1300,260,390,650,0.86186,9.050000000000011,352.0321428571429
350.82,350.9,350.97,351.04,351.12,351.22,351.35,351.53,351.79,352.16,352.71,353.54,355.27,363.41,130,390,260,90,350,0.85277,12.590000000000032,352.70214285714286
