T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,L,V,D,B,F,Ethanol concentration,TempDiff,mean_Temp
350.85,350.89,350.94,351.0,351.07,351.17,351.31,351.52,351.91,352.77,355.5,362.85,371.31,372.88,1050,1400,350,250,600,0.83844,22.029999999999973,355.4264285714286
350.85,350.89,350.95,351.03,351.14,351.29,351.53,351.99,353.07,356.77,364.43,367.41,372.35,373.0,1050,1400,350,250,600,0.84039,22.149999999999977,356.9071428571429
350.86,350.92,351.0,351.11,351.28,351.55,352.07,353.39,357.96,365.33,367.56,367.86,372.43,373.01,1050,1400,350,250,600,0.8351,22.149999999999977,358.3092857142857
350.87,350.93,351.01,351.12,351.26,351.44,351.68,352.02,352.49,353.16,354.09,355.33,362.36,370.75,450,600,150,450,600,0.83176,19.879999999999995,354.17928571428564
350.87,350.92,350.99,351.06,351.16,351.27,351.4,351.57,351.79,352.09,352.55,353.36,355.0,362.71,450,600,150,450,600,0.83166,11.839999999999975,352.62428571428575
350.86,350.9,350.96,351.02,351.09,351.17,351.28,351.4,351.57,351.82,352.22,353.01,353.67,357.58,450,600,150,450,600,0.8345,6.71999999999997,352.0392857142857
350.85,350.89,350.94,350.99,351.05,351.12,351.21,351.33,351.48,351.72,352.11,352.91,353.35,356.03,450,600,150,450,600,0.83818,5.17999999999995,351.8557142857143
350.84,350.88,350.92,350.97,351.03,351.1,351.18,351.29,351.44,351.67,352.06,352.87,353.24,355.49,450,600,150,450,600,0.8416,4.650000000000034,351.78428571428566
350.84,350.87,350.91,350.96,351.02,351.08,351.16,351.27,351.42,351.65,352.04,352.85,353.2,355.28,450,600,150,450,600,0.84438,4.439999999999998,351.75357142857143
350.83,350.87,350.91,350.95,351.01,351.07,351.15,351.26,351.41,351.64,352.03,352.84,353.18,355.18,450,600,150,450,600,0.8465,4.350000000000023,351.7378571428572
350.83,350.86,350.9,350.95,351.0,351.06,351.15,351.25,351.4,351.63,352.02,352.84,353.16,355.14,450,600,150,450,600,0.84807,4.310000000000002,351.7278571428572
350.82,350.86,350.89,350.94,350.99,351.05,351.13,351.24,351.38,351.61,352.01,352.85,354.46,362.24,1050,1400,350,250,600,0.85036,11.420000000000016,352.31928571428574
350.82,350.86,350.89,350.94,350.99,351.06,351.15,351.27,351.45,351.74,352.32,353.82,359.56,369.88,1050,1400,350,250,600,0.85129,19.060000000000002,353.3392857142858
350.82,350.86,350.9,350.95,351.02,351.1,351.21,351.38,351.66,352.19,353.57,358.32,369.08,372.59,1050,1400,350,250,600,0.85051,21.769999999999982,354.68928571428575
350.83,350.87,350.92,350.99,351.07,351.19,351.36,351.66,352.25,353.85,359.34,366.01,372.1,372.97,1050,1400,350,250,600,0.8474,22.140000000000043,356.10071428571433
350.83,350.88,350.93,351.0,351.08,351.19,351.33,351.52,351.79,352.16,352.74,353.73,356.8,366.69,450,600,150,450,600,0.84529,15.860000000000014,353.04785714285714
350.84,350.88,350.93,350.99,351.05,351.14,351.24,351.37,351.55,351.8,352.22,353.05,353.9,358.73,450,600,150,450,600,0.84425,7.890000000000043,352.1207142857143
350.84,350.87,350.92,350.97,351.03,351.1,351.19,351.31,351.46,351.7,352.1,352.91,353.39,356.29,450,600,150,450,600,0.8449,5.4500000000000455,351.86285714285714
350.83,350.87,350.91,350.96,351.01,351.08,351.17,351.28,351.43,351.66,352.05,352.86,353.25,355.55,450,600,150,450,600,0.84625,4.720000000000027,351.7792857142858
350.83,350.86,350.9,350.95,351.0,351.07,351.15,351.26,351.41,351.64,352.03,352.84,353.19,355.28,450,600,150,450,600,0.84762,4.449999999999989,351.74357142857144
350.83,350.86,350.9,350.95,351.0,351.06,351.14,351.25,351.4,351.63,352.02,352.84,353.17,355.18,450,600,150,450,600,0.84878,4.350000000000023,351.7307142857143
350.83,350.86,350.9,350.94,351.0,351.06,351.14,351.25,351.4,351.63,352.02,352.83,353.16,355.13,450,600,150,450,600,0.84967,4.300000000000011,351.725
350.82,350.86,350.9,350.94,350.99,351.06,351.14,351.24,351.39,351.62,352.02,352.83,353.16,355.11,450,600,150,450,600,0.85034,4.2900000000000205,351.7199999999999
350.82,350.86,350.89,350.94,350.99,351.05,351.14,351.24,351.39,351.62,352.01,352.83,353.15,355.1,450,600,150,450,600,0.85082,4.28000000000003,351.71642857142854
350.82,350.86,350.89,350.94,350.99,351.05,351.13,351.24,351.39,351.62,352.01,352.83,353.15,355.09,450,600,150,450,600,0.85116,4.269999999999982,351.715
350.82,350.86,350.89,350.94,350.99,351.05,351.13,351.24,351.39,351.62,352.01,352.83,353.15,355.09,450,600,150,450,600,0.85141,4.269999999999982,351.715
350.82,350.85,350.89,350.94,350.99,351.05,351.13,351.24,351.39,351.62,352.01,352.83,353.15,355.09,450,600,150,450,600,0.85159,4.269999999999982,351.71428571428567
350.82,350.85,350.89,350.94,350.99,351.05,351.13,351.24,351.39,351.62,352.01,352.83,353.15,355.08,450,600,150,450,600,0.85171,4.259999999999991,351.71357142857136
350.82,350.85,350.89,350.94,350.99,351.05,351.13,351.24,351.39,351.62,352.01,352.83,353.15,355.08,450,600,150,450,600,0.8518,4.259999999999991,351.71357142857136
350.82,350.85,350.89,350.94,350.99,351.05,351.13,351.24,351.39,351.62,352.01,352.83,353.15,355.08,450,600,150,450,600,0.85186,4.259999999999991,351.71357142857136
350.82,350.85,350.89,350.94,350.99,351.05,351.13,351.24,351.39,351.62,352.01,352.83,353.15,355.08,450,600,150,450,600,0.85191,4.259999999999991,351.71357142857136
350.82,350.85,350.89,350.94,350.99,351.05,351.13,351.24,351.39,351.62,352.01,352.83,353.15,355.08,450,600,150,450,600,0.85194,4.259999999999991,351.71357142857136
350.82,350.85,350.89,350.94,350.99,351.05,351.13,351.24,351.39,351.62,352.01,352.83,353.15,355.08,450,600,150,450,600,0.85196,4.259999999999991,351.71357142857136
350.82,350.85,350.89,350.94,350.99,351.05,351.13,351.24,351.39,351.62,352.01,352.83,353.15,355.08,450,600,150,450,600,0.85198,4.259999999999991,351.71357142857136
350.82,350.85,350.89,350.94,350.99,351.05,351.13,351.24,351.39,351.62,352.01,352.83,353.15,355.08,450,600,150,450,600,0.85199,4.259999999999991,351.71357142857136
350.82,350.85,350.89,350.93,350.98,351.05,351.12,351.23,351.38,351.6,352.0,352.84,354.39,362.01,1050,1400,350,250,600,0.85213,11.189999999999998,352.2921428571429
350.82,350.85,350.89,350.94,350.99,351.06,351.14,351.26,351.44,351.73,352.3,353.75,359.25,369.7,1050,1400,350,250,600,0.85211,18.879999999999995,353.2942857142857
350.82,350.86,350.9,350.95,351.01,351.1,351.21,351.37,351.64,352.16,353.48,358.01,368.82,372.55,1050,1400,350,250,600,0.85093,21.730000000000018,354.6342857142857
350.83,350.87,350.92,350.99,351.07,351.18,351.35,351.64,352.21,353.72,358.95,365.84,372.06,372.97,1050,1400,350,250,600,0.84771,22.140000000000043,356.04285714285714
350.84,350.89,350.96,351.05,351.17,351.36,351.68,352.33,354.18,360.3,366.4,367.72,372.41,373.0,1050,1400,350,250,600,0.8417,22.160000000000025,357.44928571428574
350.86,350.93,351.03,351.16,351.36,351.71,352.44,354.6,361.34,366.73,367.76,367.89,372.43,373.01,1050,1400,350,250,600,0.83265,22.149999999999977,358.8035714285715
350.89,350.99,351.13,351.34,351.71,352.48,354.8,361.77,366.85,367.78,367.89,367.9,372.44,373.01,1050,1400,350,250,600,0.82061,22.120000000000005,360.07
350.94,351.07,351.28,351.64,352.39,354.57,361.31,366.73,367.76,367.89,367.9,367.91,372.44,373.01,1050,1400,350,250,600,0.80558,22.069999999999993,361.2028571428571
350.95,351.07,351.23,351.44,351.74,352.15,352.72,353.53,354.62,355.93,357.03,357.57,366.45,371.89,450,600,150,450,600,0.80102,20.939999999999998,355.5942857142857
350.93,351.01,351.11,351.23,351.38,351.55,351.77,352.04,352.39,352.84,353.44,354.32,358.72,368.62,450,600,150,450,600,0.80641,17.689999999999998,353.66785714285714
350.91,350.97,351.04,351.12,351.22,351.33,351.46,351.61,351.82,352.09,352.5,353.26,354.48,360.86,450,600,150,450,600,0.81522,9.949999999999989,352.47642857142864
350.89,350.94,350.99,351.06,351.13,351.21,351.31,351.44,351.6,351.84,352.23,353.0,353.6,357.14,450,600,150,450,600,0.82376,6.25,352.02714285714285
350.87,350.91,350.96,351.01,351.08,351.15,351.24,351.36,351.51,351.74,352.13,352.91,353.34,355.94,450,600,150,450,600,0.83097,5.069999999999993,351.86785714285713
350.85,350.89,350.94,350.99,351.05,351.12,351.2,351.31,351.46,351.69,352.08,352.87,353.25,355.49,450,600,150,450,600,0.83664,4.639999999999986,351.7992857142857
350.84,350.88,350.92,350.97,351.03,351.09,351.18,351.29,351.44,351.66,352.05,352.85,353.2,355.29,450,600,150,450,600,0.84092,4.4500000000000455,351.7635714285714
350.84,350.87,350.91,350.96,351.01,351.08,351.16,351.27,351.42,351.65,352.04,352.84,353.18,355.2,450,600,150,450,600,0.84406,4.360000000000014,351.745
350.83,350.86,350.9,350.94,351.0,351.06,351.14,351.24,351.39,351.62,352.02,352.87,354.53,362.48,1050,1400,350,250,600,0.84854,11.650000000000034,352.34857142857135
350.82,350.86,350.9,350.94,351.0,351.06,351.15,351.27,351.46,351.76,352.35,353.89,359.91,370.08,1050,1400,350,250,600,0.85046,19.25999999999999,353.3892857142857
350.82,350.86,350.9,350.96,351.02,351.1,351.22,351.39,351.67,352.23,353.67,358.66,369.35,372.63,1050,1400,350,250,600,0.85007,21.810000000000002,354.74857142857144
350.83,350.87,350.93,350.99,351.08,351.19,351.37,351.68,352.3,353.99,359.76,366.19,372.13,372.97,1050,1400,350,250,600,0.84706,22.140000000000043,356.16285714285715
350.84,350.88,350.94,351.0,351.09,351.2,351.34,351.53,351.8,352.18,352.77,353.76,356.92,366.85,450,600,150,450,600,0.84495,16.010000000000048,353.0785714285715
350.84,350.88,350.93,350.99,351.06,351.14,351.24,351.38,351.55,351.81,352.23,353.06,353.92,358.81,450,600,150,450,600,0.84394,7.970000000000027,352.13142857142867
350.84,350.87,350.92,350.97,351.03,351.1,351.19,351.31,351.47,351.7,352.1,352.91,353.4,356.32,450,600,150,450,600,0.84463,5.480000000000018,351.8664285714285
350.83,350.87,350.91,350.96,351.01,351.08,351.17,351.28,351.43,351.66,352.05,352.86,353.25,355.56,450,600,150,450,600,0.84604,4.730000000000018,351.7800000000001
350.83,350.86,350.9,350.95,351.0,351.07,351.15,351.26,351.41,351.64,352.03,352.85,353.19,355.29,450,600,150,450,600,0.84747,4.460000000000036,351.745
350.83,350.86,350.9,350.95,351.0,351.06,351.14,351.25,351.4,351.63,352.02,352.84,353.17,355.18,450,600,150,450,600,0.84867,4.350000000000023,351.7307142857143
350.83,350.86,350.9,350.94,351.0,351.06,351.14,351.25,351.4,351.63,352.02,352.83,353.16,355.13,450,600,150,450,600,0.84959,4.300000000000011,351.725
350.82,350.86,350.9,350.94,350.99,351.06,351.14,351.24,351.39,351.62,352.02,352.83,353.16,355.11,450,600,150,450,600,0.85028,4.2900000000000205,351.7199999999999
350.82,350.86,350.89,350.94,350.99,351.05,351.14,351.24,351.39,351.62,352.01,352.83,353.15,355.1,450,600,150,450,600,0.85078,4.28000000000003,351.71642857142854
350.82,350.86,350.89,350.94,350.99,351.05,351.13,351.24,351.39,351.62,352.01,352.83,353.15,355.09,450,600,150,450,600,0.85114,4.269999999999982,351.715
350.82,350.86,350.89,350.94,350.99,351.05,351.13,351.24,351.39,351.62,352.01,352.83,353.15,355.09,450,600,150,450,600,0.85139,4.269999999999982,351.715
350.82,350.85,350.89,350.94,350.99,351.05,351.13,351.24,351.39,351.62,352.01,352.83,353.15,355.09,450,600,150,450,600,0.85157,4.269999999999982,351.71428571428567
350.82,350.85,350.89,350.93,350.98,351.05,351.13,351.23,351.38,351.6,352.0,352.84,354.4,362.03,1050,1400,350,250,600,0.85194,11.20999999999998,352.29499999999996
350.82,350.85,350.89,350.94,350.99,351.06,351.14,351.26,351.44,351.73,352.3,353.76,359.28,369.71,1050,1400,350,250,600,0.85202,18.889999999999986,353.29785714285714
350.82,350.86,350.9,350.95,351.01,351.1,351.21,351.37,351.64,352.16,353.48,358.03,368.84,372.56,1050,1400,350,250,600,0.85089,21.74000000000001,354.6378571428572
350.83,350.87,350.92,350.99,351.07,351.18,351.36,351.64,352.22,353.74,358.99,365.85,372.07,372.97,1050,1400,350,250,600,0.84768,22.140000000000043,356.05
350.84,350.9,350.96,351.05,351.17,351.36,351.68,352.34,354.19,360.33,366.42,367.72,372.41,373.0,1050,1400,350,250,600,0.84166,22.160000000000025,357.455
350.86,350.93,351.03,351.16,351.36,351.71,352.45,354.62,361.38,366.74,367.76,367.89,372.43,373.01,1050,1400,350,250,600,0.83261,22.149999999999977,358.80928571428575
350.89,350.99,351.13,351.34,351.71,352.49,354.81,361.79,366.86,367.78,367.89,367.9,372.44,373.01,1050,1400,350,250,600,0.82055,22.120000000000005,360.0735714285714
350.94,351.07,351.28,351.65,352.4,354.58,361.33,366.74,367.76,367.89,367.9,367.91,372.44,373.01,1050,1400,350,250,600,0.80552,22.069999999999993,361.20714285714286
350.99,351.19,351.52,352.17,353.91,359.71,366.21,367.69,367.88,367.9,367.91,367.91,372.44,373.01,1050,1400,350,250,600,0.78784,22.019999999999982,362.17428571428576
351.06,351.33,351.84,353.03,356.97,364.66,367.46,367.85,367.9,367.9,367.91,367.91,372.44,373.01,1050,1400,350,250,600,0.7686,21.94999999999999,362.9478571428571
351.17,351.41,351.74,352.21,352.9,353.89,355.24,356.74,357.79,358.17,358.16,357.99,366.9,371.97,450,600,150,450,600,0.73916,20.80000000000001,356.8771428571428
351.07,351.2,351.35,351.53,351.76,352.05,352.4,352.86,353.44,354.17,355.06,355.98,363.67,371.12,450,600,150,450,600,0.76446,20.05000000000001,354.8328571428572
351.0,351.08,351.18,351.29,351.41,351.57,351.74,351.96,352.22,352.55,353.02,353.75,356.32,365.64,450,600,150,450,600,0.78674,14.639999999999986,353.19500000000005
350.94,351.0,351.08,351.16,351.25,351.35,351.47,351.61,351.79,352.04,352.43,353.16,354.07,359.19,450,600,150,450,600,0.80387,8.25,352.3242857142856
350.87,350.92,350.96,351.02,351.08,351.16,351.25,351.38,351.56,351.87,352.48,354.11,360.73,370.45,1050,1400,350,250,600,0.82909,19.579999999999984,353.55999999999995
350.85,350.89,350.93,350.99,351.06,351.15,351.27,351.46,351.79,352.46,354.38,360.64,370.48,372.78,1050,1400,350,250,600,0.84039,21.92999999999995,355.0807142857143
350.84,350.89,350.94,351.01,351.11,351.24,351.45,351.82,352.63,355.14,362.35,366.98,372.28,372.99,1050,1400,350,250,600,0.84222,22.150000000000034,356.5478571428571
350.85,350.91,350.99,351.09,351.23,351.46,351.89,352.85,356.02,363.66,367.27,367.83,372.42,373.01,1050,1400,350,250,600,0.83746,22.159999999999968,357.9628571428571
350.86,350.92,351.0,351.09,351.22,351.39,351.61,351.92,352.35,352.95,353.81,355.01,361.44,370.37,450,600,150,450,600,0.83433,19.50999999999999,353.99571428571426
350.86,350.91,350.97,351.05,351.14,351.24,351.37,351.54,351.75,352.04,352.48,353.3,354.77,361.97,450,600,150,450,600,0.83397,11.110000000000014,352.52785714285716
350.85,350.9,350.95,351.01,351.08,351.16,351.26,351.38,351.55,351.79,352.19,352.99,353.62,357.32,450,600,150,450,600,0.83636,6.46999999999997,352.00357142857143
350.85,350.89,350.93,350.98,351.04,351.12,351.2,351.32,351.47,351.71,352.1,352.9,353.33,355.94,450,600,150,450,600,0.83961,5.089999999999975,351.84142857142854
350.84,350.88,350.92,350.97,351.02,351.09,351.18,351.29,351.44,351.67,352.06,352.86,353.23,355.45,450,600,150,450,600,0.84266,4.610000000000014,351.77857142857147
350.84,350.87,350.91,350.96,351.01,351.08,351.16,351.27,351.42,351.65,352.04,352.85,353.19,355.26,450,600,150,450,600,0.84516,4.420000000000016,351.7507142857143
350.83,350.87,350.91,350.95,351.0,351.07,351.15,351.26,351.41,351.64,352.03,352.84,353.17,355.17,450,600,150,450,600,0.84706,4.340000000000032,351.7357142857143
350.83,350.86,350.9,350.95,351.0,351.06,351.14,351.25,351.4,351.63,352.02,352.83,353.16,355.13,450,600,150,450,600,0.84847,4.300000000000011,351.72571428571433
350.83,350.86,350.9,350.94,351.0,351.06,351.14,351.25,351.4,351.63,352.02,352.83,353.16,355.11,450,600,150,450,600,0.84949,4.28000000000003,351.72357142857146
350.82,350.86,350.9,350.94,350.99,351.06,351.14,351.24,351.39,351.62,352.02,352.83,353.16,355.1,450,600,150,450,600,0.85022,4.28000000000003,351.7192857142857
350.82,350.86,350.89,350.94,350.99,351.05,351.14,351.24,351.39,351.62,352.01,352.83,353.15,355.09,450,600,150,450,600,0.85074,4.269999999999982,351.7157142857142
350.82,350.86,350.89,350.94,350.99,351.05,351.13,351.24,351.39,351.62,352.01,352.83,353.15,355.09,450,600,150,450,600,0.85111,4.269999999999982,351.715
350.82,350.85,350.89,350.93,350.99,351.05,351.13,351.23,351.38,351.6,352.0,352.84,354.4,362.05,1050,1400,350,250,600,0.85174,11.230000000000018,352.29714285714283
350.82,350.85,350.89,350.94,350.99,351.06,351.15,351.27,351.44,351.74,352.3,353.76,359.31,369.73,1050,1400,350,250,600,0.85193,18.910000000000025,353.30357142857156
350.82,350.86,350.9,350.95,351.01,351.1,351.21,351.37,351.64,352.17,353.49,358.06,368.87,372.56,1050,1400,350,250,600,0.85084,21.74000000000001,354.6435714285714
350.83,350.87,350.92,350.99,351.07,351.18,351.36,351.65,352.22,353.75,359.03,365.87,372.07,372.97,1050,1400,350,250,600,0.84765,22.140000000000043,356.05571428571426
350.83,350.88,350.93,351.0,351.08,351.19,351.33,351.52,351.78,352.15,352.72,353.71,356.71,366.56,450,600,150,450,600,0.84555,15.730000000000018,353.02785714285716
350.84,350.88,350.93,350.98,351.05,351.13,351.24,351.37,351.54,351.8,352.22,353.05,353.89,358.66,450,600,150,450,600,0.84449,7.82000000000005,352.1128571428572
350.84,350.87,350.92,350.97,351.03,351.1,351.19,351.3,351.46,351.7,352.1,352.91,353.39,356.27,450,600,150,450,600,0.8451,5.430000000000007,351.8607142857144
350.83,350.87,350.91,350.96,351.01,351.08,351.16,351.27,351.43,351.66,352.05,352.86,353.25,355.55,450,600,150,450,600,0.8464,4.720000000000027,351.77785714285716
350.83,350.86,350.9,350.94,350.99,351.06,351.14,351.24,351.39,351.63,352.03,352.92,354.76,363.26,1050,1400,350,250,600,0.84929,12.430000000000007,352.42500000000007
350.82,350.86,350.9,350.94,351.0,351.07,351.16,351.28,351.47,351.78,352.4,354.08,360.77,370.5,1050,1400,350,250,600,0.85069,19.680000000000007,353.5021428571429
350.82,350.86,350.9,350.96,351.02,351.11,351.23,351.4,351.7,352.3,353.92,359.43,369.85,372.7,1050,1400,350,250,600,0.84999,21.879999999999995,354.8714285714286
350.83,350.87,350.93,350.99,351.08,351.21,351.4,351.72,352.39,354.31,360.61,366.49,372.19,372.98,1050,1400,350,250,600,0.84668,22.150000000000034,356.2857142857143
350.85,350.9,350.97,351.06,351.2,351.4,351.77,352.54,354.9,361.93,366.89,367.78,372.42,373.01,1050,1400,350,250,600,0.84028,22.159999999999968,357.6871428571429
350.87,350.94,351.04,351.18,351.4,351.8,352.67,355.41,362.84,367.1,367.81,367.89,372.44,373.01,1050,1400,350,250,600,0.83077,22.139999999999986,359.0285714285714
350.9,351.0,351.15,351.38,351.79,352.7,355.58,363.11,367.16,367.82,367.9,367.9,372.44,373.01,1050,1400,350,250,600,0.81821,22.110000000000014,360.27428571428567
350.94,351.09,351.32,351.71,352.57,355.2,362.52,367.04,367.8,367.89,367.9,367.91,372.44,373.01,1050,1400,350,250,600,0.8027,22.069999999999993,361.38142857142856
350.96,351.08,351.25,351.47,351.79,352.22,352.83,353.68,354.83,356.15,357.18,357.64,366.53,371.9,450,600,150,450,600,0.79828,20.939999999999998,355.67928571428564
350.94,351.02,351.12,351.25,351.39,351.58,351.8,352.08,352.44,352.9,353.53,354.41,359.06,368.89,450,600,150,450,600,0.80434,17.94999999999999,353.7435714285715
350.91,350.97,351.05,351.13,351.23,351.34,351.47,351.63,351.84,352.11,352.52,353.28,354.56,361.14,450,600,150,450,600,0.81373,10.229999999999961,352.51285714285723
350.89,350.94,351.0,351.06,351.13,351.22,351.32,351.45,351.61,351.85,352.24,353.01,353.62,357.24,450,600,150,450,600,0.82268,6.350000000000023,352.0414285714286
350.87,350.91,350.96,351.02,351.08,351.16,351.25,351.36,351.52,351.75,352.13,352.91,353.35,355.98,450,600,150,450,600,0.83019,5.110000000000014,351.875
350.91,350.97,351.04,351.13,351.22,351.34,351.47,351.65,351.89,352.29,353.06,355.1,363.36,371.32,450,600,150,200,350,0.81422,20.409999999999968,354.0535714285714
350.89,350.94,351.0,351.06,351.14,351.24,351.36,351.52,351.75,352.14,352.91,354.95,363.07,371.26,450,600,150,200,350,0.82294,20.370000000000005,353.945
350.87,350.92,350.97,351.03,351.1,351.19,351.3,351.45,351.67,352.04,352.76,354.6,361.96,370.89,450,600,150,200,350,0.82992,20.019999999999982,353.7678571428572
350.86,350.9,350.95,351.01,351.07,351.15,351.26,351.4,351.61,351.96,352.62,354.26,360.66,370.34,450,600,150,200,350,0.83515,19.47999999999996,353.575
350.85,350.89,350.94,350.99,351.05,351.13,351.23,351.37,351.57,351.89,352.5,353.97,359.43,369.67,450,600,150,200,350,0.83901,18.819999999999993,353.3914285714286
350.84,350.88,350.93,350.98,351.04,351.12,351.21,351.34,351.54,351.84,352.41,353.74,358.37,368.91,450,600,150,200,350,0.84186,18.07000000000005,353.22499999999997
350.84,350.88,350.92,350.97,351.03,351.1,351.2,351.32,351.51,351.8,352.33,353.56,357.51,368.11,450,600,150,200,350,0.844,17.27000000000004,353.0771428571429
350.83,350.87,350.91,350.96,351.02,351.09,351.19,351.31,351.49,351.77,352.28,353.42,356.84,367.31,450,600,150,200,350,0.84563,16.480000000000018,352.9492857142858
350.83,350.87,350.91,350.96,351.01,351.09,351.18,351.3,351.47,351.74,352.23,353.32,356.32,366.55,450,600,150,200,350,0.84689,15.720000000000027,352.84142857142854
350.83,350.86,350.91,350.95,351.01,351.08,351.17,351.29,351.46,351.72,352.2,353.25,355.93,365.85,450,600,150,200,350,0.84787,15.020000000000039,352.75071428571437
350.83,350.86,350.9,350.95,351.01,351.07,351.16,351.28,351.45,351.71,352.17,353.19,355.63,365.23,450,600,150,200,350,0.84863,14.400000000000034,352.67428571428576
350.83,350.86,350.9,350.95,351.0,351.07,351.16,351.27,351.44,351.69,352.15,353.14,355.4,364.7,450,600,150,200,350,0.84923,13.870000000000005,352.6114285714285
350.83,350.86,350.9,350.95,351.0,351.07,351.15,351.27,351.43,351.68,352.13,353.1,355.22,364.25,450,600,150,200,350,0.84971,13.420000000000016,352.56
350.82,350.86,350.9,350.94,351.0,351.07,351.15,351.26,351.43,351.68,352.12,353.08,355.08,363.88,450,600,150,200,350,0.85009,13.060000000000002,352.5192857142857
350.82,350.86,350.9,350.94,351.0,351.06,351.15,351.26,351.42,351.67,352.11,353.05,354.97,363.57,450,600,150,200,350,0.85039,12.75,352.4842857142857
350.82,350.86,350.9,350.94,351.0,351.06,351.15,351.26,351.42,351.67,352.1,353.04,354.88,363.32,450,600,150,200,350,0.85062,12.5,352.4585714285714
350.82,350.86,350.9,350.94,350.99,351.06,351.14,351.26,351.42,351.66,352.1,353.02,354.82,363.11,450,600,150,200,350,0.85081,12.29000000000002,352.43571428571425
350.82,350.86,350.9,350.94,350.99,351.06,351.14,351.26,351.41,351.66,352.09,353.01,354.76,362.94,450,600,150,200,350,0.85096,12.120000000000005,352.4171428571429
350.82,350.86,350.89,350.94,350.99,351.06,351.14,351.25,351.41,351.66,352.09,353.0,354.72,362.81,450,600,150,200,350,0.85108,11.990000000000009,352.4028571428572
350.82,350.86,350.89,350.94,350.99,351.06,351.14,351.25,351.41,351.66,352.08,353.0,354.69,362.7,450,600,150,200,350,0.85117,11.879999999999995,352.39214285714286
350.82,350.86,350.89,350.94,350.99,351.06,351.14,351.25,351.41,351.65,352.08,352.99,354.66,362.61,450,600,150,200,350,0.85125,11.79000000000002,352.3821428571428
350.82,350.86,350.89,350.94,350.99,351.06,351.14,351.25,351.41,351.65,352.08,352.99,354.64,362.54,450,600,150,200,350,0.85131,11.720000000000027,352.3757142857143
350.82,350.86,350.89,350.94,350.99,351.06,351.14,351.25,351.41,351.65,352.08,352.98,354.62,362.48,450,600,150,200,350,0.85136,11.660000000000025,352.3692857142857
350.82,350.86,350.89,350.94,350.99,351.06,351.14,351.25,351.41,351.65,352.08,352.98,354.61,362.44,450,600,150,200,350,0.8514,11.620000000000005,352.3657142857142
350.82,350.86,350.89,350.94,350.99,351.06,351.14,351.25,351.41,351.65,352.07,352.98,354.6,362.4,450,600,150,200,350,0.85143,11.579999999999984,352.3614285714286
350.82,350.86,350.89,350.94,350.99,351.06,351.14,351.25,351.41,351.65,352.07,352.98,354.59,362.37,450,600,150,200,350,0.85145,11.550000000000011,352.35857142857145
350.82,350.86,350.89,350.94,350.99,351.06,351.14,351.25,351.41,351.65,352.07,352.97,354.59,362.35,450,600,150,200,350,0.85147,11.53000000000003,352.35642857142864
350.82,350.86,350.89,350.94,350.99,351.06,351.14,351.25,351.41,351.65,352.07,352.97,354.58,362.33,450,600,150,200,350,0.85149,11.509999999999991,352.3542857142857
350.82,350.86,350.89,350.94,350.99,351.06,351.14,351.25,351.41,351.65,352.07,352.97,354.58,362.32,450,600,150,200,350,0.8515,11.5,352.3535714285714
350.82,350.86,350.89,350.94,350.99,351.06,351.14,351.25,351.41,351.65,352.07,352.97,354.57,362.3,450,600,150,200,350,0.85151,11.480000000000018,352.3514285714286
350.82,350.86,350.89,350.94,350.99,351.06,351.14,351.25,351.41,351.65,352.07,352.97,354.57,362.29,450,600,150,200,350,0.85152,11.470000000000027,352.3507142857143
350.82,350.86,350.89,350.94,350.99,351.06,351.14,351.25,351.41,351.65,352.07,352.97,354.57,362.29,450,600,150,200,350,0.85152,11.470000000000027,352.3507142857143
350.82,350.86,350.89,350.94,350.99,351.06,351.15,351.26,351.44,351.71,352.24,353.49,357.72,368.48,1050,1400,350,300,650,0.8515,17.660000000000025,353.0750000000001
350.82,350.86,350.9,350.95,351.01,351.08,351.18,351.32,351.54,351.91,352.7,355.03,363.94,371.58,1050,1400,350,300,650,0.8509,20.75999999999999,353.9157142857142
350.83,350.86,350.91,350.96,351.03,351.12,351.24,351.42,351.72,352.31,353.84,358.84,369.4,372.63,1050,1400,350,300,650,0.84926,21.80000000000001,354.7935714285714
350.83,350.87,350.92,350.99,351.07,351.18,351.34,351.59,352.06,353.17,356.77,363.98,371.6,372.91,1050,1400,350,300,650,0.84649,22.08000000000004,355.6628571428572
350.84,350.88,350.93,351.0,351.08,351.2,351.36,351.6,352.0,352.81,354.91,360.19,370.01,372.71,450,600,150,200,350,0.84499,21.870000000000005,355.1085714285714
350.84,350.88,350.93,351.0,351.08,351.19,351.33,351.54,351.88,352.53,354.05,358.32,368.73,372.52,450,600,150,200,350,0.84379,21.680000000000007,354.7728571428571
350.84,350.88,350.93,351.0,351.07,351.17,351.3,351.49,351.79,352.32,353.51,356.87,367.14,372.25,450,600,150,200,350,0.84332,21.410000000000025,354.46857142857147
350.84,350.88,350.93,350.99,351.06,351.15,351.28,351.45,351.71,352.17,353.13,355.8,365.32,371.88,450,600,150,200,350,0.84344,21.04000000000002,354.185
350.84,350.88,350.93,350.98,351.05,351.14,351.25,351.41,351.65,352.05,352.87,355.03,363.41,371.38,450,600,150,200,350,0.84393,20.54000000000002,353.9192857142857
